doctor_id,name,specialization,highest_degree,experience,fee,degrees,wait_time,num_patients,rating,location,experience_years,experience_level_category,shift_start,shift_end,shift_duration_hours,avg_patient_handling_capacity,num_appointments_today,appointment_load,peak_hours_flag,previous_day_availability,is_available_today,date
2137,Dr. Qurratul Ann,Pediatrician,M.B.B.S  F.C.P.S,12 Years,Not Available,,15 - 30 Min,3,100%,Islamabad,12,mid,9:00,14:00,5,20,27,1.35,1.0,1,0,2029-11-06
2138,Dr. Alia Halim,"Pediatrician, Neonatologist",MBBS,19 Years,Not Available,"FCPS (Pediatrics),  FCPS( Neonatology)",Under 15 Min,20,100%,Islamabad,19,senior,11:00,14:00,3,30,34,1.1333333333333,,1,1,2029-11-07
2139,Dr. Junaid Jahangir Abbasi,"Pediatrician, Pediatric Nutritionist",M.B.B.S.,7 Years,Not Available,F.C.P.S.,Under 15 Min,1096,99%,Islamabad,7,mid,9:00,15:00,6,20,7,0.35,1.0,0,1,2029-11-08
2140,Assist. Prof. Dr. Israr Liaquat,"Pediatrician, Neonatologist",M.B.B.S.,16 Years,Not Available,F.C.P.S. (Pediatrics),Under 15 Min,3,100%,Islamabad,16,senior,9:00,17:00,8,30,21,0.7,1.0,0,1,2029-11-09
2141,Dr. Taimur Khalil Sheikh,Pediatrician,MBBS,12 Years,Not Available,FCPS (Pediatrics),Under 15 Min,12,100%,Islamabad,12,mid,11:00,14:00,3,20,20,1.0,,0,0,2029-11-10
2142,Dr. Sadia Batool,Pediatrician,M.B.B.S,12 Years,Not Available,FCPS (Peadiatrics),"100%
                                                                                    (1)",1,100%,Islamabad,12,mid,9:00,16:00,7,20,25,1.25,1.0,0,0,2029-11-11
2143,Dr. Muhammad Zahid,Pediatrician,MBBS,10 Years,Not Available,MCPS (Pediatrics),Under 15 Min,60,100%,Islamabad,10,mid,9:00,16:00,7,20,39,1.95,1.0,1,0,2029-11-12
2144,Dr. Bilal Ali Anjum,Pediatrician,M.B.B.S.,8 Years,Not Available,"F.C.P.S. (Pediatrics),  Diploma in pediatric neurology (BPNA UK),  PGPN Boston (USA)",Under 15 Min,13,100%,Islamabad,8,mid,8:00,15:00,7,20,20,1.0,1.0,1,0,2029-11-13
2145,Dr. Nazir Ahmed Khan,Pediatrician,MBBS (Pb),35 Years,Not Available,DCH (Pb),Under 15 Min,10,90%,Islamabad,35,senior,8:00,17:00,9,30,24,0.8,1.0,0,1,2029-11-14
2146,Dr. Asad Shabbir,Pediatrician,MBBS,9 Years,Not Available,FCPS (Pediatrics),Under 15 Min,20,100%,Islamabad,9,mid,11:00,15:00,4,20,0,0.0,,1,1,2029-11-15
2147,Dr. Ali Akbar Sial,Pediatrician,M.B.B.S.,9 Years,Not Available,F.C.P.S. (Peadiatrics),5 Years,not available,100%,Islamabad,9,mid,8:00,17:00,9,20,5,0.25,1.0,1,1,2029-11-16
2148,Assist. Prof. Dr. Asma Kanwal,"Pediatrician, Pediatric Cardiologist",M.B.B.S,16 Years,Not Available,"F.C.P.S (Pediatrics),  F.C.P.S (Pediatric Cardiology)",Under 15 Min,28,100%,Islamabad,16,senior,8:00,14:00,6,30,22,0.73333333333333,1.0,0,1,2029-11-17
2149,Dr. Ali Zeeshan,Pediatrician,M.B.B.S,4 Years,Not Available,,Under 15 Min,21,88%,Islamabad,4,junior,9:00,14:00,5,10,22,2.2,1.0,0,0,2029-11-18
2150,Dr. Kiran Ishtiaq,"Pediatrician, Neonatologist",M.B.B.S,23 Years,Not Available,M.C.P.S (Pediatrics),Under 15 Min,10,100%,Islamabad,23,senior,10:00,14:00,4,30,22,0.73333333333333,,0,0,2029-11-19
2151,Dr. Anum Qayyum,Pediatrician,MBBS,23 Years,Not Available,FCPS (Pediatrics),5 Years,not available,100%,Islamabad,23,senior,8:00,14:00,6,30,31,1.0333333333333,1.0,0,0,2029-11-20
2152,Dr. Khurshid Ahmad Khawaja,"Neonatologist, Pediatrician",M.B.B.S.,37 Years,Not Available,D.C.H,Under 15 Min,9,100%,Islamabad,37,senior,10:00,16:00,6,30,29,0.96666666666667,,1,1,2029-11-21
2153,Dr. Muhammad Asim,Pediatrician,MBBS,"100%
                                                                                    (19)",Not Available,FCPS,11 Years,19,,Islamabad,100,senior,8:00,16:00,8,30,12,0.4,1.0,0,1,2029-11-22
2154,Dr. Nahid Shahab,Pediatrician,MBBS,35 Years,Not Available,FCPS,Under 15 Min,12,92%,Islamabad,35,senior,8:00,15:00,7,30,17,0.56666666666667,1.0,1,1,2029-11-23
2155,Dr. Anila Jalil,Pediatrician,M.B.B.S,"93%
                                                                                    (20)",Not Available,FCPS (IMM),5 Years,20,,Islamabad,93,senior,11:00,17:00,6,30,22,0.73333333333333,,0,1,2029-11-24
2156,Dr. Mumtaz Hussain,Pediatrician,MBBS,"93%
                                                                                    (20)",Not Available,DCH,45 Years,not available,,Islamabad,93,senior,11:00,14:00,3,30,14,0.46666666666667,,1,1,2029-11-25
2157,Dr. Syed Ali Raza,"Pediatrician, Neonatologist",M.B.B.S.,23 Years,Not Available,Diploma in Child Health,15 - 30 Min,45,100%,Islamabad,23,senior,11:00,14:00,3,30,32,1.0666666666667,,0,0,2029-11-26
2158,Dr. Muhammad Yousaf,Pediatrician,M.B.B.S.,30 Years,Not Available,"Dip. in Paediatrics,  Fellowship of American collage of physician (USA)",Under 15 Min,16,100%,Islamabad,30,senior,10:00,17:00,7,30,20,0.66666666666667,,0,1,2029-11-27
2159,Dr. Madeeha Rehman,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,FCPS (Peads),4 Years,2,,Islamabad,100,senior,9:00,17:00,8,30,38,1.2666666666667,1.0,1,0,2029-11-28
2160,Dr. Salman Ahmed,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,"DCH,  RPM",not available,not available,,Islamabad,100,senior,8:00,15:00,7,30,22,0.73333333333333,1.0,1,1,2029-11-29
2161,Dr. Naveed Haider,Pediatrician,M.B.B.S,"100%
                                                                                    (2)",Not Available,FCPS (Pediatrics),8 Years,not available,,Islamabad,100,senior,8:00,17:00,9,30,26,0.86666666666667,1.0,1,1,2029-11-30
2162,Dr. Farah Naz,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,FCPS (Peadiatrics),not available,not available,,Islamabad,100,senior,8:00,14:00,6,30,17,0.56666666666667,1.0,0,1,2029-12-01
2163,Dr. Tanzeen Fatima,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,DCH,not available,not available,,Islamabad,100,senior,10:00,14:00,4,30,23,0.76666666666667,,1,1,2029-12-02
2164,Dr. Sidra Gul,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,FCPS,not available,not available,,Islamabad,100,senior,11:00,14:00,3,30,39,1.3,,1,0,2029-12-03
2165,Dr. Abdul Rasheed,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,DCH,12 Years,not available,,Islamabad,100,senior,9:00,14:00,5,30,6,0.2,1.0,1,1,2029-12-04
2166,Dr. Hashim Raza,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,MRCP (UK),not available,not available,,Islamabad,100,senior,10:00,14:00,4,30,19,0.63333333333333,,1,1,2029-12-05
2167,Dr. Iqbal Mahmood,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,"MCPS,  FCPS",not available,not available,,Islamabad,100,senior,11:00,15:00,4,30,26,0.86666666666667,,1,1,2029-12-06
2168,Dr. Mumtaz Hassan,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,FRCS,not available,not available,,Islamabad,100,senior,10:00,14:00,4,30,5,0.16666666666667,,1,1,2029-12-07
2169,Dr. Munir Iqbal Malik,Pediatrician,MD,"100%
                                                                                    (2)",Not Available,DABP,not available,not available,,Islamabad,100,senior,9:00,15:00,6,30,26,0.86666666666667,1.0,1,1,2029-12-08
2170,Dr. Rasheed Anwar,Pediatrician,MBBS(Pb). MRCP DCH,"100%
                                                                                    (2)",Not Available,,not available,not available,,Islamabad,100,senior,11:00,14:00,3,30,8,0.26666666666667,,1,1,2029-12-09
2171,Dr. Shahzad Munir,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,"MCPS,  FCPS",not available,not available,,Islamabad,100,senior,10:00,16:00,6,30,30,1.0,,1,1,2029-12-10
2172,Dr. Tabish Hazer,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,"FCPS,  MCPS",24 Years,not available,,Islamabad,100,senior,9:00,16:00,7,30,20,0.66666666666667,1.0,0,1,2029-12-11
2173,Dr. Zareefuddin Khan,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,DCH,not available,not available,,Islamabad,100,senior,8:00,16:00,8,30,25,0.83333333333333,1.0,0,0,2029-12-12
2174,Dr. Vaqas Anwar,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,"DCH, MRCPCH",not available,not available,,Islamabad,100,senior,9:00,16:00,7,30,39,1.3,1.0,1,0,2029-12-13
2175,Dr. Ejaz Ahmed Khan,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,,not available,not available,,Islamabad,100,senior,8:00,15:00,7,30,12,0.4,1.0,0,0,2029-12-14
2176,Dr. Iffat F. Zaman,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,,not available,not available,,Islamabad,100,senior,10:00,15:00,5,30,22,0.73333333333333,,0,1,2029-12-15
2177,Dr. Mazhar Hussain Raja,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,"DCH, FRCPCH",not available,not available,,Islamabad,100,senior,11:00,17:00,6,30,19,0.63333333333333,,1,1,2029-12-16
2178,Dr. Mussarat Hussain,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,,not available,not available,,Islamabad,100,senior,11:00,14:00,3,30,36,1.2,,1,0,2029-12-17
2179,Dr. Rehana Sayeed,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,,not available,not available,,Islamabad,100,senior,10:00,16:00,6,30,27,0.9,,1,1,2029-12-18
2180,Dr. Shehla Chaudhry,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,"FCPS(PEDIATRICS MEDICINE),  FPMCPS",not available,not available,,Islamabad,100,senior,11:00,15:00,4,30,16,0.53333333333333,,1,1,2029-12-19
2181,Dr. Yasir Iqbal,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,,not available,not available,,Islamabad,100,senior,11:00,14:00,3,30,27,0.9,,1,1,2029-12-20
2182,Dr. Yawar Najam,Pediatrician,MBBS,"100%
                                                                                    (2)",Not Available,"DCH,  MRCP,  DIP,  MGT",not available,not available,,Islamabad,100,senior,8:00,14:00,6,30,1,0.033333333333333,1.0,1,1,2029-12-21
2183,Dr. Lachman Das,Pediatrician,MBBS,"100%
                                                                                    (2)","Rs. 2,000",Diploma in Child Health,30 Years,not available,,Karachi,100,senior,10:00,15:00,5,30,24,0.8,,0,0,2029-12-22
2184,Dr. Ibrahim Yusuf,"Pediatrician, Pediatric Nutritionist, Pediatric Neurologist, Neonatologist",M.B.B.S,20 Years,"Rs. 2,300","DCH,  M.D.,  MRSH (London),  PGPN (Boston USA),  SICK-KIDS (Canada),  IPPN (Australia),  American Academy OF Peadiatric Neurology",15 - 30 Min,8947,98%,Karachi,20,senior,9:00,16:00,7,30,5,0.16666666666667,1.0,1,1,2029-12-23
2185,Dr. Raj Kumar,"Pediatrician, Neonatologist",MBBS,15 Years,"Rs. 1,500","Diploma in Pediatric Medicine,  MCPS (Family Medicine)",15 - 30 Min,16,100%,Karachi,15,mid,8:00,17:00,9,30,10,0.33333333333333,1.0,0,1,2029-12-24
2186,Dr. Rafat Nasir,"Pediatrician, Family Physician, General Physician",MBBS,36 Years,"Rs. 1,750",RMP,Under 15 Min,324,99%,Karachi,36,senior,10:00,14:00,4,30,37,1.2333333333333,,1,0,2029-12-25
2187,Dr. Hafsa Yousuf,"Pediatrician, Neonatologist",M.B.B.S,36 Years,Rs. 500,M.C.P.S (Pediatrics),12 Years,not available,99%,Karachi,36,senior,8:00,17:00,9,30,5,0.16666666666667,1.0,1,1,2029-12-26
2188,Dr. Ghulam Murtaza,Pediatrician,MBBS,26 Years,"Rs. 1,500","Diploma in Child Health,  MCPS,  FCPS",15 - 30 Min,16,100%,Karachi,26,senior,9:00,16:00,7,30,10,0.33333333333333,1.0,0,1,2029-12-27
2189,Dr. Iqbal Gatta,"Pediatrician, Neonatologist",M.B.B.S,38 Years,Rs. 500,M.C.P.S (Pediatrics),Under 15 Min,2,100%,Karachi,38,senior,9:00,16:00,7,30,13,0.43333333333333,1.0,1,1,2029-12-28
2190,Dr. Lubna Aman,"Pediatrician, Child-Kidney Specialist",M.B.B.S.,"100%
                                                                                    (7)",Not Available,"F.C.P.S. (Pediatrics),  F.C.P.S (Pediatrics Nephrology)",Under 15 Min,7,,Karachi,100,senior,10:00,17:00,7,30,1,0.033333333333333,,1,1,2029-12-29
2191,Dr. Talaiha Chughtai,"Pediatrician, Pediatric Nutritionist",MBBS,4 Years,"Rs. 1,750","DCH,  Dip in Pediatric Nutrition",Under 15 Min,36,95%,Karachi,4,junior,9:00,16:00,7,10,39,3.9,1.0,0,0,2029-12-30
2192,Dr. Seema Asif,Pediatrician,M.B.B.S,13 Years,"Rs. 1,300",F.C.P.S. (Pediatrics),Under 15 Min,235,99%,Karachi,13,mid,8:00,14:00,6,20,2,0.1,1.0,1,1,2029-12-31
2193,Dr. Mubina Agboatwalla,Pediatrician,MBBS,35 Years,"Rs. 1,500","Diploma in Chlid Health,  MCPS (Pediatrics)",15 - 30 Min,16,89%,Karachi,35,senior,9:00,17:00,8,30,34,1.1333333333333,1.0,0,0,2030-01-01
2194,Dr. Haresh Kumar,Pediatrician,M.B.B.S,17 Years,Rs. 700,Diploma in Pediatric Medicine,15 - 30 Min,35,100%,Karachi,17,senior,8:00,16:00,8,30,32,1.0666666666667,1.0,1,0,2030-01-02
2195,Dr. Rafia Jabbar,Pediatrician,MBBS,6 Years,"Rs. 1,200",FCPS (Pediatrics),15 - 30 Min,29,100%,Karachi,6,mid,8:00,17:00,9,20,23,1.15,1.0,1,1,2030-01-03
2196,Dr. Bushra Memon,Pediatrician,MBBS,"100%
                                                                                    (1)",Not Available,FCPS (Pediatrics),4 Years,1,,Karachi,100,senior,9:00,14:00,5,30,18,0.6,1.0,0,1,2030-01-04
2197,Dr. Qamar Saeed,"Pediatrician, Neonatologist",MBBS,36 Years,"Rs. 2,000","MCPS (Pediatric),  MPH,  PhD Scholar (DUHS)",Under 15 Min,101,99%,Karachi,36,senior,10:00,16:00,6,30,17,0.56666666666667,,1,1,2030-01-05
2198,Dr. Summera Mehdi,Pediatrician,M.B.B.S,11 Years,"Rs. 1,400",D.C.H,Under 15 Min,54,100%,Karachi,11,mid,11:00,14:00,3,20,23,1.15,,0,0,2030-01-06
2199,Dr. Muhammad Omair,Pediatrician,M.B.B.S,6 Years,"Rs. 1,500",M.C.P.S ( Pediatrics),Under 15 Min,60,100%,Karachi,6,mid,9:00,16:00,7,20,34,1.7,1.0,0,0,2030-01-07
2200,Dr. Raheela Nageen,Pediatrician,MBBS,29 Years,"Rs. 1,000",Saudi Board Pediatrics,Under 15 Min,71,95%,Karachi,29,senior,8:00,15:00,7,30,0,0.0,1.0,0,1,2030-01-08
2201,Dr. Sadaf Islam,Pediatrician,M.B.B.S.,10 Years,"Rs. 1,500",M.C.P.S,15 - 30 Min,31,97%,Karachi,10,mid,8:00,16:00,8,20,35,1.75,1.0,1,0,2030-01-09
2202,Dr. Ambreen Raza,Pediatrician,M.B.B.S,7 Years,"Rs. 1,500",F.C.P.S (Pediatrics),15 - 30 Min,23,100%,Karachi,7,mid,9:00,17:00,8,20,24,1.2,1.0,1,1,2030-01-10
2203,Dr. Adeel Khalid,"Pediatrician, Pediatric Cardiologist",MBBS,8 Years,"Rs. 1,000","FCPS (Peadiatrics),  FCPS (Peadiatric Cardiology)",Under 15 Min,7,100%,Karachi,8,mid,10:00,16:00,6,20,33,1.65,,0,0,2030-01-11
2204,Dr. Afreena Qureshi,"Pediatrician, Neonatologist",M.B.B.S.,8 Years,Rs. 600,F.C.P.S. (Pediatrics),Under 15 Min,753,99%,Karachi,8,mid,10:00,14:00,4,20,24,1.2,,1,0,2030-01-12
2205,Dr. Sameera Saleem,Pediatrician,MBBS,5 Years,"Rs. 1,500",FCPS (Pediatrics),Under 15 Min,10,100%,Karachi,5,junior,8:00,14:00,6,20,15,0.75,1.0,1,0,2030-01-13
2206,Dr. Syed Uzair Maqsood,Pediatrician,MBBS,12 Years,"Rs. 1,500",FCPS (Pediatrics),15 - 30 Min,136,100%,Karachi,12,mid,8:00,16:00,8,20,33,1.65,1.0,1,0,2030-01-14
2207,Dr. Imtiaz Ali Khan,Pediatrician,MBBS,36 Years,"Rs. 2,000",DCH,Under 15 Min,12,100%,Karachi,36,senior,10:00,17:00,7,30,28,0.93333333333333,,0,0,2030-01-15
2208,Dr. Naseem Ahmed,Pediatrician,M.B.B.S.,7 Years,Rs. 600,F.C.P.S. (Pediatrics),Under 15 Min,18,75%,Karachi,7,mid,11:00,15:00,4,20,18,0.9,,1,0,2030-01-16
2209,Prof. Dr. Arit Parkash,"Pediatric Gastroenterologist, Pediatrician",MBBS,15 Years,"Rs. 2,000","FCPS (Pediatrics),  FCPS (Peadiatric Gastroenterology)",15 - 30 Min,24,100%,Karachi,15,mid,9:00,17:00,8,30,22,0.73333333333333,1.0,0,0,2030-01-17
2210,Dr. Qamar Jehan,Pediatrician,M.B.B.S.,"99%
                                                                                    (109)","Rs. 1,000",M.C.P.S,Under 15 Min,109,,Karachi,99,senior,8:00,15:00,7,30,18,0.6,1.0,1,1,2030-01-18
2211,Dr. Hina Fatima,"Pediatrician, Child-Kidney Specialist",MBBS,12 Years,"Rs. 1,500","FCPS (Pediatrics),  FCPS (Pediatrics Nephrology)",Under 15 Min,105,100%,Karachi,12,mid,8:00,14:00,6,20,24,1.2,1.0,1,0,2030-01-19
2212,Dr. Tania Razi,Pediatrician,M.B.B.S.,10 Years,Rs. 600,M.C.P.S ( Pediatrics ),Under 15 Min,136,99%,Karachi,10,mid,10:00,17:00,7,20,15,0.75,,0,1,2030-01-20
2213,Dr. Faiqa Hassan,"Pediatrician, Neonatologist",M.B.B.S,10 Years,"Rs. 1,500",F.C.P.S (Pediatrics),Under 15 Min,25,100%,Karachi,10,mid,9:00,15:00,6,20,8,0.4,1.0,1,0,2030-01-21
2214,Dr. Roshia Parveen,Pediatrician,M.B.B.S.,"100%
                                                                                    (3)","Rs. 1,000",F.C.P.S. (Paediatrics),15 Years,3,,Karachi,100,senior,10:00,16:00,6,30,0,0.0,,0,1,2030-01-22
2215,Dr. Hafsa Ibrahim,Pediatrician,M.B.B.S,9 Years,"Rs. 1,000",M.C.P.S. (Pediatrics),Under 15 Min,1824,98%,Karachi,9,mid,9:00,14:00,5,20,18,0.9,1.0,1,1,2030-01-23
2216,Dr. Farrukh Muhammed Saleem,Pediatrician,MBBS,8 Years,"Rs. 1,000",FCPS (Pediatrics),Under 15 Min,918,98%,Karachi,8,mid,9:00,16:00,7,20,32,1.6,1.0,0,0,2030-01-24
2217,Dr. Nandlal Daryani,Pediatrician,M.B.B.S.,33 Years,"Rs. 2,200","M.C.P.S,  D.C.H",Under 15 Min,247,97%,Karachi,33,senior,9:00,14:00,5,30,33,1.1,1.0,1,1,2030-01-25
2218,Dr. Zahid Malik,"Pediatrician, Neonatologist",M.B.B.S,14 Years,Rs. 700,Diploma in Child Health,Under 15 Min,11,100%,Karachi,14,mid,8:00,17:00,9,20,15,0.75,1.0,1,1,2030-01-26
2219,Dr. Nida Yasmin,Pediatrician,MBBS,15 Years,"Rs. 1,000","DCH (London),  MRCPCH",15 - 30 Min,5,100%,Karachi,15,mid,11:00,17:00,6,30,39,1.3,,1,0,2030-01-27
2220,Dr. Shahina Alvi,"Pediatrician, Pediatric Nutritionist",M.B.B.S,28 Years,"Rs. 3,000",M.C.P.S (Pediatrics),Under 15 Min,36,97%,Karachi,28,senior,10:00,14:00,4,30,17,0.56666666666667,,0,1,2030-01-28
2221,Dr. Abdul Saleem,Pediatrician,MBBS,37 Years,"Rs. 1,000","MCPS (Pediatrics),  DCH",Under 15 Min,72,91%,Karachi,37,senior,11:00,14:00,3,30,33,1.1,,0,0,2030-01-29
2222,Dr. Aiza Mustafa,Pediatrician,MBBS,7 Years,Rs. 500,FCPS (Pediatrics),15 - 30 Min,453,100%,Karachi,7,mid,10:00,14:00,4,20,24,1.2,,0,0,2030-01-30
2223,Dr. Atif Mansoor,Pediatrician,MBBS,10 Years,"Rs. 2,000","DCH,  Diploma in Aesthetic Medicine",Under 15 Min,116,87%,Karachi,10,mid,9:00,17:00,8,20,5,0.25,1.0,1,1,2030-01-31
2224,Prof. Dr. Nathu Mal,Pediatrician,MBBS,18 Years,"Rs. 1,000","FCPS (Pediatrics),  MCPS (Pediatrics)",15 - 30 Min,472,99%,Karachi,18,senior,8:00,15:00,7,30,20,0.66666666666667,1.0,0,1,2030-02-01
2225,Dr. Naheeda Tareen,Pediatrician,M.B.B.S.,"100%
                                                                                    (1)","Rs. 1,000",F.C.P.S. (Pediatrics),7 Years,1,,Karachi,100,senior,11:00,16:00,5,30,5,0.16666666666667,,0,1,2030-02-02
2226,Dr. Hina Khalid,Pediatrician,M.B.B.S.,7 Years,"Rs. 1,000",Diploma in Child Health,Under 15 Min,440,96%,Karachi,7,mid,8:00,16:00,8,20,31,1.55,1.0,0,0,2030-02-03
2227,Dr. Saeed Ahmed,"Pediatrician, Neonatologist",M.B.B.S,7 Years,"Rs. 1,500","F.C.P.S (Pediatrics),  EPEMC",Under 15 Min,8,100%,Karachi,7,mid,10:00,17:00,7,20,38,1.9,,0,0,2030-02-04
2228,Dr. Kanwal Shaikh,Pediatrician,MBBS,"100%
                                                                                    (134)","Rs. 1,000",FCPS (Pediatrics),5 Years,134,,Karachi,100,senior,8:00,16:00,8,30,30,1.0,1.0,0,0,2030-02-05
2229,Dr. Loveena,Pediatrician,MBBS,12 Years,"Rs. 1,000",FCPS (Pediatrics),30 - 45 Min,78,100%,Karachi,12,mid,8:00,14:00,6,20,9,0.45,1.0,0,1,2030-02-06
2230,Dr. Eeshah Awan,Pediatrician,MBBS,12 Years,"Rs. 1,000","DCH,  Dip in Peads Nutrition",4 Years,not available,100%,Karachi,12,mid,11:00,15:00,4,20,29,1.45,,0,0,2030-02-07
2231,Dr. Bushra Masood,Pediatrician,M.B.B.S.,"100%
                                                                                    (9)","Rs. 1,000",M.C.P.S (Paediatric),18 Years,9,,Karachi,100,senior,9:00,16:00,7,30,17,0.56666666666667,1.0,0,1,2030-02-08
2232,Dr. Rajab Ali,"Pediatrician, Neonatologist",M.B.B.S,15 Years,Rs. 700,"F.C.P.S (Pediatrics),  FRCP (Ireland)",15 - 30 Min,21,100%,Karachi,15,mid,8:00,15:00,7,30,23,0.76666666666667,1.0,0,0,2030-02-09
2233,Dr. Paras Riaz,Pediatrician,M.B.B.S.,"100%
                                                                                    (5)",Rs. 800,F.C.P.S.,7 Years,5,,Karachi,100,senior,9:00,14:00,5,30,8,0.26666666666667,1.0,0,1,2030-02-10
2234,Dr. Hanif Kamal,Pediatrician,M.B.B.S,20 Years,Not Available,Diplomate In American Board of Pediatrics & Pediatric Infectious Diseases,Under 15 Min,127,100%,Karachi,20,senior,10:00,16:00,6,30,30,1.0,,1,1,2030-02-11
2235,Dr. Sajid Jabbar,Pediatrician,MBBS,12 Years,Rs. 800,"MRCPCH (London),  PGPN (Boston,  USA)",15 - 30 Min,491,99%,Karachi,12,mid,8:00,17:00,9,20,14,0.7,1.0,1,1,2030-02-12
2236,Dr. Nadia Rubab Zaidi,Pediatrician,M.B.B.S,"80%
                                                                                    (2229)","Rs. 1,000",Dip. in Paediatric Medicine,5 Years,2229,,Karachi,80,senior,11:00,15:00,4,30,3,0.1,,0,1,2030-02-13
2237,Dr. Neel Kanth,"Pediatrician, Neonatologist",MBBS,35 Years,"Rs. 2,500","DCH (Ireland),  MD",Under 15 Min,483,97%,Karachi,35,senior,10:00,14:00,4,30,39,1.3,,1,0,2030-02-14
2238,Dr. Hala Mashhood,Pediatrician,M.B.B.S.,13 Years,"Rs. 1,200",M.C.P.S,Under 15 Min,45,100%,Karachi,13,mid,10:00,15:00,5,20,8,0.4,,1,1,2030-02-15
2239,Dr. Mushtaq Ahmed,"Pediatrician, Neonatologist",M.B.B.S,7 Years,Rs. 700,"MRCPI,  F.C.P.S (Pediatrics)",15 - 30 Min,82,100%,Karachi,7,mid,11:00,16:00,5,20,8,0.4,,0,0,2030-02-16
2240,Dr. Farheen Naseem,Pediatrician,M.B.B.S.,6 Years,Not Available,,Under 15 Min,35,100%,Karachi,6,mid,8:00,16:00,8,20,25,1.25,1.0,0,0,2030-02-17
2241,Dr. Khalid Adhia,"Pediatrician, Neonatologist",M.B.B.S,42 Years,"Rs. 2,500","Dip. In Child Health ,  M.C.P.S (Pediatrics)",Under 15 Min,116,99%,Karachi,42,senior,8:00,17:00,9,30,3,0.1,1.0,0,1,2030-02-18
2242,Dr. Bilquis Naeem,"Child-Kidney Specialist, Pediatrician",M.B.B.S.,10 Years,"Rs. 1,500","F.C.P.S. (Pediatrician),  F.C.P.S. (Pediatric Nephrology)",15 - 30 Min,41,100%,Karachi,10,mid,10:00,14:00,4,20,16,0.8,,1,0,2030-02-19
2243,Dr. Chandi Lohana,Pediatrician,MBBS,20 Years,"Rs. 2,000",DCH,Under 15 Min,137,92%,Karachi,20,senior,8:00,14:00,6,30,15,0.5,1.0,0,1,2030-02-20
2244,Dr. Munawar Ali Siddiqui,Pediatrician,M.B.B.S.,30 Years,"Rs. 1,500",DCH,Under 15 Min,770,97%,Karachi,30,senior,9:00,17:00,8,30,14,0.46666666666667,1.0,1,1,2030-02-21
2245,Dr. Mahwish Nadir,"Pediatrician, Neonatologist",M.B.B.S,9 Years,Rs. 700,F.C.P.S (Pediatrics),Under 15 Min,678,100%,Karachi,9,mid,11:00,17:00,6,20,34,1.7,,0,0,2030-02-22
2246,Dr. Shahnaz Sajid,Pediatrician,MBBS,35 Years,"Rs. 1,500",DCH,Under 15 Min,33,100%,Karachi,35,senior,9:00,14:00,5,30,4,0.13333333333333,1.0,1,1,2030-02-23
2247,Assist. Prof. Dr. Sadaf Asim,"Child-Kidney Specialist, Neonatologist, Pediatrician",DCH,15 Years,"Rs. 2,500","M.C.P.S,  F.C.P.S. (Paediatrics),  F.C.P.S. (Pediatric Nephrologist),  B.M.B.S.",30 - 45 Min,7,100%,Karachi,15,mid,8:00,15:00,7,30,4,0.13333333333333,1.0,1,1,2030-02-24
2248,Dr. Abdul Rasheed,"Pediatrician, Neonatologist",M.B.B.S,"100%
                                                                                    (4)",Rs. 700,Post Graduate Diploma in Child Health,28 Years,4,,Karachi,100,senior,10:00,15:00,5,30,19,0.63333333333333,,0,1,2030-02-25
2249,Dr. Sayyeda Mehreen,Pediatrician,M.B.B.S.,9 Years,"Rs. 1,000",F.C.P.S. (Pediatrics),15 - 30 Min,23,85%,Karachi,9,mid,11:00,17:00,6,20,14,0.7,,0,1,2030-02-26
2250,Dr. Sehrish Arif,"Pediatrician, Neonatologist",M.B.B.S.,11 Years,Rs. 700,Diploma in Paediatric Medicine,15 - 30 Min,8,100%,Karachi,11,mid,8:00,15:00,7,20,17,0.85,1.0,1,1,2030-02-27
2251,Dr. Kashmala Khan,"Pediatrician, Neonatologist",M.B.B.S,12 Years,"Rs. 1,500",Dip. In Child Health (UK),Under 15 Min,8,100%,Karachi,12,mid,8:00,14:00,6,20,1,0.05,1.0,1,0,2030-02-28
